log_id,noted_date,temp,out_in,noted_time
68682_82da0ca3,17-10-2018,37,Out, 22:03
61584_3a95741f,17-10-2018,37,Out, 22:03
61582_d1a8061c,17-10-2018,37,Out, 22:03
61580_b69c2d7a,17-10-2018,37,Out, 22:03
61581_0873a01a,17-10-2018,37,Out, 22:03
61579_f13fe503,17-10-2018,37,Out, 22:03
61577_54e4688b,17-10-2018,37,Out, 22:03
61578_551b29c9,17-10-2018,37,Out, 22:03
67970_a0ae1a01,17-10-2018,37,Out, 22:03
72332_dbb93a55,17-10-2018,37,Out, 22:03
61585_9f12bb90,17-10-2018,37,Out, 22:03
72758_9a446ed9,17-10-2018,36,Out, 22:03
72453_9c580dfd,17-10-2018,37,Out, 22:03
61576_b944186c,17-10-2018,37,Out, 22:03
61574_111bb304,17-10-2018,37,Out, 22:03
61573_948e1a28,17-10-2018,36,Out, 22:03
61575_1d3b3e46,17-10-2018,37,Out, 22:03
61570_8c69e768,17-10-2018,37,Out, 22:03
61569_2f66f734,17-10-2018,37,Out, 22:02
61568_88117b22,17-10-2018,37,Out, 22:02
68329_db0ae6b5,17-10-2018,37,Out, 22:02
61567_610d12c6,17-10-2018,37,Out, 22:02
68782_e6d3568e,17-10-2018,37,Out, 22:02
61563_a79f3de0,17-10-2018,37,Out, 22:02
61564_aad7f6c5,17-10-2018,37,Out, 22:02
61561_4ffb0570,17-10-2018,37,Out, 22:02
61558_01b8296b,17-10-2018,37,Out, 22:02
61557_7a33af41,17-10-2018,37,Out, 22:02
63677_2c6f08fd,17-10-2018,37,Out, 22:02
61565_889f318d,17-10-2018,37,Out, 22:02
61559_2ba3d37f,17-10-2018,37,Out, 22:01
61556_cdef6d4b,17-10-2018,37,Out, 22:01
61552_042c41fc,17-10-2018,37,Out, 22:01
61554_8ee3d580,17-10-2018,37,Out, 22:01
69355_e93f889a,17-10-2018,37,Out, 22:01
61549_fb46cc27,17-10-2018,37,Out, 22:01
61548_1363c5b8,17-10-2018,36,Out, 22:01
72381_28f6095f,17-10-2018,37,Out, 22:01
71375_ccdedbc2,17-10-2018,37,Out, 22:01
61545_ca6adcf8,17-10-2018,37,Out, 22:01
61546_8c3924dc,17-10-2018,37,Out, 22:01
61547_e6cad961,17-10-2018,36,Out, 22:01
61544_cf3b906c,17-10-2018,38,Out, 22:01
67860_275a55fa,17-10-2018,37,Out, 22:01
61543_744ae0c2,17-10-2018,37,Out, 22:01
68498_aaa03dd3,17-10-2018,37,Out, 22:01
61542_c0cb785a,17-10-2018,37,Out, 22:01
61541_34fdcbf9,17-10-2018,36,Out, 22:00
61539_fcd8e790,17-10-2018,37,Out, 22:00
61540_b6b472ef,17-10-2018,37,Out, 22:00
61536_e7bec192,17-10-2018,36,Out, 22:00
61534_11bd8987,17-10-2018,37,Out, 22:00
61535_626ce346,17-10-2018,37,Out, 22:00
61533_8a4f7931,17-10-2018,37,Out, 22:00
67629_85c172c4,17-10-2018,37,Out, 22:00
61532_3bab131c,17-10-2018,37,Out, 22:00
61529_f5590623,17-10-2018,37,Out, 22:00
72739_1231abc2,17-10-2018,37,Out, 22:00
61528_ef37ccb0,17-10-2018,37,Out, 22:00
65558_a30667e5,17-10-2018,38,Out, 22:00
61526_0a1f9516,17-10-2018,37,Out, 22:00
61525_99cf3d0d,17-10-2018,37,Out, 22:00
61523_6622922c,17-10-2018,37,Out, 21:59
61531_12f67c5d,17-10-2018,37,Out, 21:59
61519_c9a5998e,17-10-2018,37,Out, 21:59
61518_5ab37a23,17-10-2018,37,Out, 21:59
68633_79806e3d,17-10-2018,37,Out, 21:59
61522_a8c53013,17-10-2018,37,Out, 21:59
63655_10c2ce55,17-10-2018,37,Out, 21:59
71617_d95b9cd1,17-10-2018,37,Out, 21:59
61517_8e951770,17-10-2018,37,Out, 21:59
61516_e967a9af,17-10-2018,37,Out, 21:59
61515_e4d7a8c8,17-10-2018,37,Out, 21:59
61513_6eaf66e1,17-10-2018,37,Out, 21:59
61524_021a6c14,17-10-2018,37,Out, 21:59
61511_6b011e79,17-10-2018,37,Out, 21:59
62801_5f7b5be6,17-10-2018,37,Out, 21:59
61510_f54bcd46,17-10-2018,37,Out, 21:58
61512_bd6f6727,17-10-2018,37,Out, 21:58
61508_5da96205,17-10-2018,37,Out, 21:58
67834_c8a970a3,17-10-2018,37,Out, 21:58
61509_4e81b70e,17-10-2018,37,Out, 21:58
71593_2e1e407a,17-10-2018,37,Out, 21:58
61605_9bd0718a,17-10-2018,37,Out, 21:58
61507_7498004b,17-10-2018,37,Out, 21:58
63983_e1614c83,17-10-2018,37,Out, 21:58
61521_d57f59c8,17-10-2018,37,Out, 21:58
61502_8b7b6a00,17-10-2018,37,Out, 21:58
61503_d27d3edc,17-10-2018,37,Out, 21:58
61500_614356b0,17-10-2018,37,Out, 21:58
61498_a4513ca0,17-10-2018,36,Out, 21:58
61501_7769e739,17-10-2018,37,Out, 21:58
61499_c14783d1,17-10-2018,36,Out, 21:58
61495_5c6f06de,17-10-2018,36,Out, 21:58
61496_415d07d9,17-10-2018,36,Out, 21:57
61494_fa5b4bcb,17-10-2018,37,Out, 21:57
61497_63f75b9d,17-10-2018,37,Out, 21:57
69535_8ac648ae,17-10-2018,37,Out, 21:57
68953_99ed2111,17-10-2018,36,Out, 21:57
61490_03ae1ed6,17-10-2018,36,Out, 21:57
61491_67c162ac,17-10-2018,36,Out, 21:57
61488_82c42641,17-10-2018,37,Out, 21:57
70478_9ba65ce8,17-10-2018,37,Out, 21:57
61493_6c6a40ca,17-10-2018,37,Out, 21:57
61487_8ef401a0,17-10-2018,37,Out, 21:57
72142_1c8e8bcb,17-10-2018,37,Out, 21:57
61485_fca739de,17-10-2018,37,Out, 21:57
72251_652d5b24,17-10-2018,37,Out, 21:57
61486_3427df51,17-10-2018,37,Out, 21:57
61484_be0a864c,17-10-2018,37,Out, 21:57
61481_df2755e2,17-10-2018,37,Out, 21:57
61482_44b01bc5,17-10-2018,37,Out, 21:57
72170_df0c4e18,17-10-2018,37,Out, 21:57
61480_0a04e72a,17-10-2018,37,Out, 21:56
61492_f43f78a5,17-10-2018,37,Out, 21:56
71369_98780769,17-10-2018,37,Out, 21:56
61479_d1f855c0,17-10-2018,37,Out, 21:56
61478_d577fab8,17-10-2018,37,Out, 21:56
70384_c4cc4d85,17-10-2018,36,Out, 21:56
61483_25a7d42c,17-10-2018,37,Out, 21:56
66957_03520c43,17-10-2018,37,Out, 21:56
61473_e0c58d46,17-10-2018,37,Out, 21:56
61477_5a53cf81,17-10-2018,37,Out, 21:56
61504_1bfeeec3,17-10-2018,37,Out, 21:56
61475_41505cf5,17-10-2018,37,Out, 21:56
72401_b380ffde,17-10-2018,37,Out, 21:56
61470_cd19af43,17-10-2018,37,Out, 21:56
61468_1ed78de5,17-10-2018,37,Out, 21:56
69859_c98d72b3,17-10-2018,37,Out, 21:56
61471_fe932337,17-10-2018,37,Out, 21:56
61474_c3ef9fa5,17-10-2018,37,Out, 21:56
61469_b845f0e7,17-10-2018,37,Out, 21:56
61465_6a743bce,17-10-2018,37,Out, 21:55
61472_97e42b84,17-10-2018,37,Out, 21:55
72586_cd6fba7e,17-10-2018,37,Out, 21:55
61461_4f163177,17-10-2018,37,Out, 21:55
72425_01550ef9,17-10-2018,37,Out, 21:55
61466_ab7ec4f2,17-10-2018,37,Out, 21:55
61460_c61ddfe8,17-10-2018,37,Out, 21:55
61463_76811731,17-10-2018,37,Out, 21:55
61456_901c930a,17-10-2018,37,Out, 21:55
61458_56b48866,17-10-2018,36,Out, 21:55
61457_9f8f0e92,17-10-2018,37,Out, 21:55
61467_23b94e7c,17-10-2018,37,Out, 21:55
61455_db08072d,17-10-2018,36,Out, 21:55
61464_9b06902b,17-10-2018,38,Out, 21:55
61462_8295ea32,17-10-2018,37,Out, 21:55
67414_2f5014c1,17-10-2018,37,Out, 21:55
61452_10957825,17-10-2018,37,Out, 21:55
61451_73201e8b,17-10-2018,37,Out, 21:55
61449_d3ab8035,17-10-2018,37,Out, 21:55
61453_ac5da090,17-10-2018,37,Out, 21:55
61450_0339f431,17-10-2018,37,Out, 21:55
67378_bad27302,17-10-2018,37,Out, 21:54
70214_56c74737,17-10-2018,37,Out, 21:54
61445_9dd947f6,17-10-2018,37,Out, 21:54
61446_1bc32657,17-10-2018,37,Out, 21:54
61454_8034cca1,17-10-2018,37,Out, 21:54
61440_21dd2af4,17-10-2018,37,Out, 21:54
69037_a59e691d,17-10-2018,37,Out, 21:54
62182_609c8db4,17-10-2018,37,Out, 21:54
61442_b1f67595,17-10-2018,37,Out, 21:54
61439_6c76e650,17-10-2018,37,Out, 21:54
61434_d357ee61,17-10-2018,37,Out, 21:54
67287_5f0b7dfb,17-10-2018,37,Out, 21:54
61435_7a0d1c01,17-10-2018,37,Out, 21:54
61432_4f0a91cb,17-10-2018,38,Out, 21:54
71358_15fe4a81,17-10-2018,37,Out, 21:54
61433_0d7df483,17-10-2018,37,Out, 21:54
61430_8e5d0be3,17-10-2018,37,Out, 21:54
61429_d2998dc8,17-10-2018,37,Out, 21:54
69589_21730030,17-10-2018,37,Out, 21:54
61444_dc9fcf53,17-10-2018,37,Out, 21:53
61427_18d61fbe,17-10-2018,38,Out, 21:53
61426_42684e9d,17-10-2018,37,Out, 21:53
61428_6fc8edb0,17-10-2018,37,Out, 21:53
61459_53d75c05,17-10-2018,37,Out, 21:53
61424_b3540539,17-10-2018,37,Out, 21:53
61425_fa6b7e98,17-10-2018,37,Out, 21:53
72075_bc73e6c7,17-10-2018,37,Out, 21:53
61438_d824f334,17-10-2018,37,Out, 21:53
61422_80b427e4,17-10-2018,37,Out, 21:53
61421_07915570,17-10-2018,37,Out, 21:53
68809_76bf89a7,17-10-2018,37,Out, 21:53
61420_8b43ae33,17-10-2018,37,Out, 21:53
61418_8aafadc5,17-10-2018,37,Out, 21:53
61419_a78381c6,17-10-2018,37,Out, 21:53
61417_496d9aa8,17-10-2018,37,Out, 21:53
71653_3e2ea6d7,17-10-2018,37,Out, 21:53
61416_de96ac0d,17-10-2018,37,Out, 21:53
61413_4e584307,17-10-2018,37,Out, 21:52
61414_67f980f9,17-10-2018,37,Out, 21:52
61415_518ba628,17-10-2018,37,Out, 21:52
61412_9d9c6df3,17-10-2018,37,Out, 21:52
61411_f1986696,17-10-2018,37,Out, 21:52
61902_e75d9267,17-10-2018,37,Out, 21:52
61409_55b03965,17-10-2018,37,Out, 21:52
61410_8cda6f75,17-10-2018,37,Out, 21:52
69670_8c165d8c,17-10-2018,37,Out, 21:52
68231_a127de65,17-10-2018,37,Out, 21:52
72116_4734fb3f,17-10-2018,36,Out, 21:52
61741_751d2180,17-10-2018,37,Out, 21:52
72278_7f07b41d,17-10-2018,37,Out, 21:52
61408_d8cbfd77,17-10-2018,37,Out, 21:52
67604_aff9c472,17-10-2018,37,Out, 21:52
61406_f64cd508,17-10-2018,37,Out, 21:52
61407_3ae499fd,17-10-2018,37,Out, 21:52
61403_cdccbc53,17-10-2018,37,Out, 21:52
61399_a084eeed,17-10-2018,38,Out, 21:51
61401_9b21db9f,17-10-2018,38,Out, 21:51
71801_0ef69a38,17-10-2018,37,Out, 21:51
72255_b1a0c638,17-10-2018,37,Out, 21:51
61400_227ae239,17-10-2018,37,Out, 21:51
61398_a8a9b894,17-10-2018,37,Out, 21:51
61397_74972876,17-10-2018,37,Out, 21:51
61396_d38c9990,17-10-2018,37,Out, 21:51
61395_d3e54375,17-10-2018,37,Out, 21:51
61394_2791e88a,17-10-2018,37,Out, 21:51
61391_0ecdeed1,17-10-2018,37,Out, 21:51
61393_142ae3df,17-10-2018,37,Out, 21:51
61389_14530191,17-10-2018,37,Out, 21:51
71409_10308d1e,17-10-2018,36,Out, 21:51
61388_6f78ff55,17-10-2018,37,Out, 21:51
61385_805be4b5,17-10-2018,37,Out, 21:51
72030_b72c04ad,17-10-2018,37,Out, 21:50
67887_f5b5e961,17-10-2018,37,Out, 21:50
61386_3fa21e0c,17-10-2018,37,Out, 21:50
61384_9fbaeca9,17-10-2018,37,Out, 21:50
67434_074aada8,17-10-2018,37,Out, 21:50
61383_9fd08ea4,17-10-2018,37,Out, 21:50
61382_8bad441e,17-10-2018,37,Out, 21:50
61378_dc263de4,17-10-2018,37,Out, 21:50
61387_9768f251,17-10-2018,37,Out, 21:50
61377_a8ea15b9,17-10-2018,37,Out, 21:50
64379_6bb386d3,17-10-2018,37,Out, 21:50
61376_266a0351,17-10-2018,37,Out, 21:50
61379_0224abfb,17-10-2018,36,Out, 21:50
61374_801a7e0d,17-10-2018,36,Out, 21:50
61390_cad2eb43,17-10-2018,37,Out, 21:50
61402_e28d5663,17-10-2018,37,Out, 21:50
61372_56ab89bf,17-10-2018,37,Out, 21:50
72198_4f0d5191,17-10-2018,37,Out, 21:50
61370_e623a1c7,17-10-2018,37,Out, 21:50
71291_f0c55558,17-10-2018,37,Out, 21:50
61380_7c559d0f,17-10-2018,37,Out, 21:49
61371_b843f015,17-10-2018,37,Out, 21:49
61373_e1c99d03,17-10-2018,37,Out, 21:49
61366_62deb2f0,17-10-2018,37,Out, 21:49
71148_f604d304,17-10-2018,37,Out, 21:49
63824_3c3d095c,17-10-2018,37,Out, 21:49
61364_c854b4df,17-10-2018,37,Out, 21:49
61365_7677dbcc,17-10-2018,37,Out, 21:49
61367_feb47c72,17-10-2018,37,Out, 21:49
61369_6e6127f9,17-10-2018,37,Out, 21:49
62954_92f04004,17-10-2018,37,Out, 21:49
61361_764898aa,17-10-2018,37,Out, 21:49
61360_4c411a15,17-10-2018,37,Out, 21:49
68962_e88bc8b0,17-10-2018,37,Out, 21:49
63978_37504467,17-10-2018,36,Out, 21:49
61363_01e1fe3c,17-10-2018,37,Out, 21:49
72749_2b8ae477,17-10-2018,37,Out, 21:49
61359_c1b2cc76,17-10-2018,37,Out, 21:49
61358_09e009c2,17-10-2018,37,Out, 21:49
61353_3e662045,17-10-2018,37,Out, 21:48
61352_25b2ae65,17-10-2018,37,Out, 21:48
61357_713fa66a,17-10-2018,37,Out, 21:48
61351_0da1f7d4,17-10-2018,37,Out, 21:48
61356_604c8bca,17-10-2018,37,Out, 21:48
61349_44b22dd6,17-10-2018,37,Out, 21:48
61347_8c35d448,17-10-2018,37,Out, 21:48
61348_30dcb11f,17-10-2018,37,Out, 21:48
61350_795b76ec,17-10-2018,37,Out, 21:48
61354_e3cc4513,17-10-2018,37,Out, 21:48
71425_f5788853,17-10-2018,37,Out, 21:48
61346_b9602c37,17-10-2018,37,Out, 21:48
61355_232bf2f3,17-10-2018,37,Out, 21:48
62523_5775f52f,17-10-2018,36,Out, 21:48
61342_b48501d8,17-10-2018,37,Out, 21:48
61343_5ca46277,17-10-2018,37,Out, 21:48
61340_190bc22c,17-10-2018,37,Out, 21:48
61344_bd3a722e,17-10-2018,37,Out, 21:48
68350_12c99348,17-10-2018,37,Out, 21:48
61338_d7d5ad12,17-10-2018,36,Out, 21:48
61337_671d3598,17-10-2018,37,Out, 21:47
61336_78ae91a6,17-10-2018,37,Out, 21:47
61335_baf10d89,17-10-2018,37,Out, 21:47
61332_bcdf211c,17-10-2018,37,Out, 21:47
61339_95f2bf15,17-10-2018,37,Out, 21:47
61345_14e9ae3b,17-10-2018,37,Out, 21:47
61333_da05d22a,17-10-2018,38,Out, 21:47
61329_5e3079e4,17-10-2018,36,Out, 21:47
67810_b9b3dc0e,17-10-2018,37,Out, 21:47
61330_3d3003fc,17-10-2018,37,Out, 21:47
61326_451b8199,17-10-2018,37,Out, 21:47
61327_e6828ea1,17-10-2018,37,Out, 21:47
61324_a901db45,17-10-2018,37,Out, 21:47
61323_3dface73,17-10-2018,37,Out, 21:47
61321_c318bf95,17-10-2018,37,Out, 21:47
61325_8d95ba09,17-10-2018,37,Out, 21:47
61318_df5276b3,17-10-2018,37,Out, 21:47
61319_deb727c4,17-10-2018,37,Out, 21:47
61317_a374d5c7,17-10-2018,37,Out, 21:46
61315_4d0c6f4a,17-10-2018,37,Out, 21:46
61322_e027f9e9,17-10-2018,37,Out, 21:46
61316_75a1e0c3,17-10-2018,37,Out, 21:46
68557_383cfd48,17-10-2018,37,Out, 21:46
61314_9283f72f,17-10-2018,37,Out, 21:46
66830_b5f4511f,17-10-2018,37,Out, 21:46
62153_f421b1cd,17-10-2018,37,Out, 21:46
61311_1b09d3e9,17-10-2018,38,Out, 21:46
71760_1276b00b,17-10-2018,37,Out, 21:46
69303_18dc0d10,17-10-2018,37,Out, 21:46
69974_ff713d2c,17-10-2018,37,Out, 21:46
61309_1ee479c0,17-10-2018,37,Out, 21:46
61306_5fdfb238,17-10-2018,37,Out, 21:46
61304_e111c37e,17-10-2018,37,Out, 21:46
61303_cac48961,17-10-2018,37,Out, 21:46
61302_59cf9576,17-10-2018,38,Out, 21:46
68142_04f6b0bc,17-10-2018,37,Out, 21:46
71699_8b68a234,17-10-2018,38,Out, 21:45
61297_ede48bb0,17-10-2018,38,Out, 21:45
61307_8da2b9e1,17-10-2018,38,Out, 21:45
61298_27e69cd4,17-10-2018,38,Out, 21:45
61295_877eac3d,17-10-2018,38,Out, 21:45
69906_11fff5db,17-10-2018,38,Out, 21:45
61293_3772d750,17-10-2018,38,Out, 21:45
63077_6d0b37ea,17-10-2018,37,Out, 21:45
71022_0e5f53e0,17-10-2018,37,Out, 21:45
61292_0a4ae574,17-10-2018,37,Out, 21:45
61289_acb5f205,17-10-2018,37,Out, 21:45
61288_738f5ec4,17-10-2018,37,Out, 21:45
61287_b32e45d7,17-10-2018,37,Out, 21:45
61284_54c5e25f,17-10-2018,37,Out, 21:45
61285_b9a41dd8,17-10-2018,37,Out, 21:45
65901_05dd6a4d,17-10-2018,37,Out, 21:45
61281_91351559,17-10-2018,37,Out, 21:44
61283_4ee7e48e,17-10-2018,37,Out, 21:44
61280_75c81acc,17-10-2018,37,Out, 21:44
69892_b3760aae,17-10-2018,37,Out, 21:44
61291_71b77a0f,17-10-2018,37,Out, 21:44
61279_7274f772,17-10-2018,37,Out, 21:44
61276_450a6540,17-10-2018,37,Out, 21:44
61278_3efe5e79,17-10-2018,37,Out, 21:44
61282_1644e0be,17-10-2018,37,Out, 21:44
61273_8d5ec23b,17-10-2018,37,Out, 21:44
61269_bb12d6b8,17-10-2018,37,Out, 21:44
61270_b457b788,17-10-2018,37,Out, 21:44
61267_ba2e8e95,17-10-2018,37,Out, 21:44
61268_fe1ea532,17-10-2018,37,Out, 21:44
66557_54cf3c65,17-10-2018,38,Out, 21:44
61266_70f440ce,17-10-2018,37,Out, 21:44
61264_3b04f8fe,17-10-2018,37,Out, 21:44
61265_e719f6ff,17-10-2018,37,Out, 21:43
69673_505b3891,17-10-2018,36,Out, 21:43
61263_2b098c12,17-10-2018,37,Out, 21:43
61275_a1437af0,17-10-2018,37,Out, 21:43
61262_794a0b18,17-10-2018,37,Out, 21:43
72268_7b2add43,17-10-2018,37,Out, 21:43
61260_e54cb784,17-10-2018,37,Out, 21:43
61259_310e1ca6,17-10-2018,37,Out, 21:43
70337_f01e7031,17-10-2018,37,Out, 21:43
66984_ac425c27,17-10-2018,37,Out, 21:43
61258_9cbf6cfe,17-10-2018,37,Out, 21:43
61261_bcb994ff,17-10-2018,36,Out, 21:43
63541_b2d2ab8e,17-10-2018,36,Out, 21:43
61308_f0f2c7b3,17-10-2018,37,Out, 21:43
61257_68f5af49,17-10-2018,37,Out, 21:43
61274_e305143f,17-10-2018,37,Out, 21:43
63556_484952da,17-10-2018,37,Out, 21:43
70783_76a966c2,17-10-2018,37,Out, 21:43
61252_66470791,17-10-2018,37,Out, 21:43
61249_17ef954c,17-10-2018,37,Out, 21:43
72360_a7633f92,17-10-2018,37,Out, 21:43
61251_78719097,17-10-2018,37,Out, 21:42
61245_0b1ddc5a,17-10-2018,36,Out, 21:42
61246_d836b4bd,17-10-2018,37,Out, 21:42
61247_234e26a9,17-10-2018,37,Out, 21:42
61250_d3daae6a,17-10-2018,37,Out, 21:42
68172_6a735b4a,17-10-2018,37,Out, 21:42
61243_d45377ec,17-10-2018,36,Out, 21:42
61242_c2eb07bf,17-10-2018,37,Out, 21:42
61241_5572c4b5,17-10-2018,37,Out, 21:42
61240_412bb2c6,17-10-2018,37,Out, 21:42
61254_cc5b8da1,17-10-2018,37,Out, 21:42
61239_0a718f8d,17-10-2018,37,Out, 21:42
61238_9b29b136,17-10-2018,37,Out, 21:42
71345_3c474200,17-10-2018,37,Out, 21:42
61237_786975ed,17-10-2018,37,Out, 21:42
68106_3378d8d0,17-10-2018,37,Out, 21:42
61236_7c0d70e8,17-10-2018,37,Out, 21:42
61244_69b34de3,17-10-2018,37,Out, 21:42
61235_1eefe4d8,17-10-2018,36,Out, 21:42
72018_a8ab537f,17-10-2018,37,Out, 21:42
61255_4b478cc3,17-10-2018,37,Out, 21:42
61234_77533f2f,17-10-2018,37,Out, 21:41
61233_b8799664,17-10-2018,37,Out, 21:41
68155_dceaa9dd,17-10-2018,37,Out, 21:41
61231_a25694b7,17-10-2018,37,Out, 21:41
61228_55ed5716,17-10-2018,36,Out, 21:41
68580_616198b0,17-10-2018,37,Out, 21:41
67778_2d1b3bf7,17-10-2018,37,Out, 21:41
61229_8555314b,17-10-2018,37,Out, 21:41
66571_ee6e7b60,17-10-2018,37,Out, 21:41
61226_b9e82e2d,17-10-2018,37,Out, 21:41
61227_ba76ca15,17-10-2018,37,Out, 21:41
61224_7f8a8d6a,17-10-2018,37,Out, 21:41
61221_2d5585a3,17-10-2018,37,Out, 21:41
61222_ad8c41bd,17-10-2018,37,Out, 21:41
61223_2a5cf635,17-10-2018,37,Out, 21:41
70593_0fdb71f0,17-10-2018,37,Out, 21:41
61218_25ad5a8b,17-10-2018,37,Out, 21:41
64152_fe25e682,17-10-2018,37,Out, 21:41
61217_c6c075da,17-10-2018,37,Out, 21:41
69340_ce362fbd,17-10-2018,37,Out, 21:41
61215_67e20aa3,17-10-2018,37,Out, 21:40
61220_b51c75d6,17-10-2018,37,Out, 21:40
68032_a5ab93b3,17-10-2018,37,Out, 21:40
68219_d1694eb2,17-10-2018,37,Out, 21:40
61214_477eb711,17-10-2018,37,Out, 21:40
70948_c98c64b1,17-10-2018,37,Out, 21:40
61212_11214168,17-10-2018,37,Out, 21:40
69770_87b7d932,17-10-2018,37,Out, 21:40
70121_914150ac,17-10-2018,37,Out, 21:40
61211_6a522f57,17-10-2018,37,Out, 21:40
61208_fd3f8e90,17-10-2018,37,Out, 21:40
61210_eba3c9ba,17-10-2018,37,Out, 21:40
61206_64e9374d,17-10-2018,37,Out, 21:40
61209_c1646cda,17-10-2018,37,Out, 21:40
61205_a4d0fb58,17-10-2018,36,Out, 21:40
70175_e1a6f9a4,17-10-2018,37,Out, 21:40
61204_c9de032b,17-10-2018,37,Out, 21:40
61207_47284195,17-10-2018,37,Out, 21:40
61216_8655758c,17-10-2018,37,Out, 21:40
61202_819dd54e,17-10-2018,37,Out, 21:39
61201_d781e2d6,17-10-2018,37,Out, 21:39
68303_97c5cc66,17-10-2018,37,Out, 21:39
70915_8a9b56be,17-10-2018,37,Out, 21:39
69711_f56357f3,17-10-2018,37,Out, 21:39
68023_7bad4059,17-10-2018,37,Out, 21:39
61195_518c8d9e,17-10-2018,37,Out, 21:39
61194_49cdcbec,17-10-2018,37,Out, 21:39
61193_1d97dd0b,17-10-2018,37,Out, 21:39
67993_d6549923,17-10-2018,37,Out, 21:39
61192_2cae9475,17-10-2018,37,Out, 21:39
67989_3cefa152,17-10-2018,37,Out, 21:39
69325_bcf21c13,17-10-2018,37,Out, 21:39
61189_4761be85,17-10-2018,37,Out, 21:39
61190_31473084,17-10-2018,37,Out, 21:39
61183_b53971c7,17-10-2018,37,Out, 21:39
61185_71168269,17-10-2018,37,Out, 21:39
61187_c7bc276a,17-10-2018,37,Out, 21:38
61181_6bccfda7,17-10-2018,37,Out, 21:38
61182_b88c2b37,17-10-2018,37,Out, 21:38
61186_3ec1eb09,17-10-2018,37,Out, 21:38
61180_203eb2f6,17-10-2018,37,Out, 21:38
62674_409e0a16,17-10-2018,37,Out, 21:38
61179_88d10efb,17-10-2018,37,Out, 21:38
61184_33ebe2ea,17-10-2018,37,Out, 21:38
70615_ce4bc118,17-10-2018,37,Out, 21:38
61178_3455b35a,17-10-2018,37,Out, 21:38
61177_9acdb0ff,17-10-2018,37,Out, 21:38
61213_0fc379d6,17-10-2018,37,Out, 21:38
72695_506e2909,17-10-2018,37,Out, 21:38
61174_744c6f25,17-10-2018,37,Out, 21:38
61175_a8f2f377,17-10-2018,37,Out, 21:38
70661_a61410f0,17-10-2018,37,Out, 21:38
61173_b5863144,17-10-2018,37,Out, 21:38
61176_23bde439,17-10-2018,37,Out, 21:38
61169_0c96c15e,17-10-2018,37,Out, 21:38
61170_e917feff,17-10-2018,37,Out, 21:38
61171_6b6c5e7b,17-10-2018,37,Out, 21:38
72150_83cef38e,17-10-2018,37,Out, 21:37
61225_cd85d6d1,17-10-2018,36,Out, 21:37
61168_7f193f27,17-10-2018,37,Out, 21:37
61165_df8bb069,17-10-2018,37,Out, 21:37
61163_85a3e48c,17-10-2018,37,Out, 21:37
61160_391236c1,17-10-2018,37,Out, 21:37
61172_b1bf0787,17-10-2018,37,Out, 21:37
69036_900cf07e,17-10-2018,37,Out, 21:37
61166_42405cc2,17-10-2018,37,Out, 21:37
61162_5ce88c20,17-10-2018,37,Out, 21:37
61161_01b9a298,17-10-2018,37,Out, 21:37
61167_b0e7d12d,17-10-2018,37,Out, 21:37
61155_6be2f54c,17-10-2018,37,Out, 21:37
61157_9d8b137c,17-10-2018,37,Out, 21:37
61156_8697ef15,17-10-2018,37,Out, 21:37
68846_05aba9fa,17-10-2018,37,Out, 21:37
61164_bb418491,17-10-2018,37,Out, 21:37
61154_17b616fa,17-10-2018,36,Out, 21:37
61153_69aee264,17-10-2018,37,Out, 21:37
61151_9f6772af,17-10-2018,37,Out, 21:36
61188_5b3422c4,17-10-2018,37,Out, 21:36
68807_b4f89383,17-10-2018,37,Out, 21:36
61152_10dd19d4,17-10-2018,37,Out, 21:36
70571_afe7c214,17-10-2018,37,Out, 21:36
72672_a5b0990b,17-10-2018,37,Out, 21:36
67495_9282ef17,17-10-2018,38,Out, 21:36
72383_67df6ac6,17-10-2018,37,Out, 21:36
61148_e3d09ed2,17-10-2018,37,Out, 21:36
61158_36080949,17-10-2018,37,Out, 21:36
61150_b0bf07cd,17-10-2018,37,Out, 21:36
61146_f29dc46d,17-10-2018,37,Out, 21:36
61145_06a49d2f,17-10-2018,37,Out, 21:36
67583_6903808a,17-10-2018,38,Out, 21:36
61142_741e23ae,17-10-2018,37,Out, 21:36
61143_2727443a,17-10-2018,37,Out, 21:36
61141_26e02cdb,17-10-2018,37,Out, 21:36
71327_be34f44a,17-10-2018,37,Out, 21:36
61144_c30c57fe,17-10-2018,37,Out, 21:36
61137_d04784e6,17-10-2018,37,Out, 21:35
61140_1a3074af,17-10-2018,38,Out, 21:35
70805_8c9c041d,17-10-2018,37,Out, 21:35
61134_6994e2f4,17-10-2018,38,Out, 21:35
61132_83827e95,17-10-2018,37,Out, 21:35
61136_a4952138,17-10-2018,37,Out, 21:35
61131_5c9872c5,17-10-2018,37,Out, 21:35
69823_50dbf372,17-10-2018,37,Out, 21:35
61130_d8a39859,17-10-2018,38,Out, 21:35
61135_54f33f99,17-10-2018,37,Out, 21:35
72346_2f33f2c9,17-10-2018,37,Out, 21:35
68749_44f0adc1,17-10-2018,37,Out, 21:35
61129_59808af0,17-10-2018,37,Out, 21:35
64729_c4d15480,17-10-2018,38,Out, 21:35
61128_7dd1fd6f,17-10-2018,37,Out, 21:35
68812_3071d98d,17-10-2018,37,Out, 21:35
61127_bfa5066d,17-10-2018,38,Out, 21:35
